id,year,stats_type,SOG,PPP,SHG,HIT,STP,FOL,SHA,GWG,P_M,GP,PPG,SHP,G,ATOI,PTS,STPA,PPA,PIM,TTOI,BLK,A,STPG,FOW,_25,HAT,MIN,FP,FP_AVG
3899949,2027,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3899951,2023,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3899951,2023,actual,151.0,8.0,0.0,194.0,8.0,49.0,0.0,3.0,-3.0,77.0,6.0,0.0,24.0,1065.39,45.0,2.0,2.0,35.0,82035.0,58.0,21.0,6.0,33.0,1986.0,,,227.65,2.96
3899951,2024,projected,142.0,9.0,1.0,186.0,10.0,62.0,1.0,2.0,-5.0,75.0,5.0,1.0,23.0,1056.0,44.0,4.0,4.0,45.0,79200.0,46.0,21.0,6.0,28.0,1855.0,,,222.6,2.97
3899951,2024,actual,171.0,10.0,0.0,157.0,11.0,62.0,1.0,2.0,-7.0,81.0,7.0,1.0,23.0,1009.02,42.0,4.0,3.0,36.0,81731.0,57.0,19.0,7.0,28.0,1855.0,,,223.45,2.76
3899951,2025,projected,163.0,10.0,,189.0,10.0,,,,-9.0,80.0,6.0,,24.0,1032.0,46.0,4.0,4.0,34.0,82560.0,61.0,22.0,6.0,,,,,231.15,2.89
3899951,2025,actual,126.0,1.0,0.0,193.0,1.0,22.0,0.0,2.0,-4.0,81.0,1.0,0.0,12.0,823.78,18.0,0.0,0.0,39.0,66726.0,46.0,6.0,1.0,19.0,1617.0,,,144.3,1.78
3899951,2026,projected,159.0,6.0,,196.0,6.0,,,,-8.0,81.0,4.0,,22.0,942.0,45.0,2.0,2.0,40.0,76302.0,56.0,23.0,4.0,,,,,224.35,2.77
3899951,2026,actual,141.0,1.0,1.0,212.0,3.0,53.0,1.0,4.0,20.0,81.0,1.0,2.0,24.0,995.81,44.0,1.0,0.0,46.0,80661.0,52.0,20.0,2.0,28.0,1892.0,,,225.45,2.78
3899951,2027,projected,146.0,2.0,1.0,201.0,4.0,,1.0,,13.0,83.0,2.0,2.0,24.0,945.65,42.0,1.0,,44.0,78489.03,52.0,18.0,3.0,,,,,217.6,2.62
3899951,2027,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3899952,2023,projected,285.0,25.0,2.0,29.0,27.0,5.0,0.0,8.0,-2.0,80.0,9.0,2.0,45.0,1314.0,87.0,16.0,16.0,12.0,105120.0,21.0,42.0,11.0,2.0,29.0,2.0,,344.65,4.31
3899952,2023,actual,273.0,29.0,0.0,43.0,29.0,5.0,0.0,8.0,-11.0,82.0,8.0,0.0,31.0,1231.76,80.0,21.0,21.0,20.0,101004.0,24.0,49.0,8.0,2.0,1863.0,2.0,,318.05,3.88
3899952,2024,projected,279.0,28.0,1.0,40.0,29.0,5.0,0.0,10.0,-6.0,80.0,8.0,1.0,38.0,1248.0,85.0,20.0,20.0,18.0,99840.0,23.0,47.0,9.0,2.0,1368.0,1.0,,335.25,4.19
3899952,2024,actual,221.0,19.0,0.0,13.0,19.0,5.0,0.0,10.0,-6.0,65.0,5.0,0.0,34.0,1183.48,61.0,14.0,14.0,6.0,76926.0,19.0,27.0,5.0,2.0,1368.0,1.0,,250.05,3.85
3899952,2025,projected,281.0,29.0,,39.0,29.0,,,,-10.0,78.0,8.0,,42.0,1236.0,90.0,21.0,21.0,18.0,96408.0,23.0,48.0,8.0,,,,,335.15,4.3
3899952,2025,actual,267.0,28.0,2.0,21.0,30.0,7.0,0.0,8.0,17.0,82.0,9.0,2.0,41.0,1223.68,97.0,19.0,19.0,25.0,100342.0,46.0,56.0,11.0,1.0,1786.0,1.0,,372.85,4.55
3899952,2026,projected,278.0,27.0,1.0,25.0,29.0,,1.0,,-7.0,76.0,10.0,2.0,42.0,1218.0,93.0,18.0,17.0,22.0,92568.0,29.0,51.0,11.0,,,,,347.0,4.57
3899952,2026,actual,274.0,19.0,2.0,36.0,22.0,1.0,1.0,5.0,-2.0,82.0,5.0,3.0,39.0,1290.38,92.0,15.0,14.0,16.0,105811.0,19.0,53.0,7.0,0.0,1833.0,1.0,,337.6,4.12
3899952,2027,projected,278.0,21.0,2.0,32.0,25.0,,2.0,,,83.0,6.0,4.0,40.0,1241.86,91.0,17.0,15.0,17.0,103074.38,24.0,51.0,8.0,,,,,334.7,4.03
3899952,2027,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3899978,2023,projected,307.0,14.0,0.0,156.0,14.0,36.0,0.0,5.0,-8.0,80.0,8.0,0.0,34.0,1128.0,66.0,6.0,6.0,45.0,90240.0,42.0,32.0,8.0,21.0,58.0,1.0,,320.85,4.01
3899978,2023,actual,327.0,23.0,0.0,154.0,23.0,36.0,0.0,5.0,-19.0,78.0,17.0,0.0,40.0,1163.29,66.0,6.0,6.0,43.0,90737.0,37.0,26.0,17.0,21.0,1734.0,1.0,,337.15,4.32
3899978,2024,projected,344.0,24.0,0.0,161.0,24.0,46.0,0.0,4.0,11.0,78.0,16.0,0.0,42.0,1164.0,83.0,8.0,8.0,48.0,90792.0,60.0,41.0,16.0,44.0,1526.0,1.0,,391.1,5.01
3899978,2024,actual,207.0,17.0,0.0,102.0,17.0,46.0,0.0,4.0,-28.0,69.0,10.0,0.0,28.0,1056.09,52.0,7.0,7.0,45.0,72870.0,42.0,24.0,10.0,44.0,1526.0,1.0,,257.95,3.74
3899978,2025,projected,239.0,18.0,,132.0,18.0,,,,-21.0,72.0,12.0,,30.0,1104.0,57.0,6.0,6.0,32.0,79488.0,38.0,27.0,12.0,,,,,266.95,3.71
3899978,2025,actual,239.0,13.0,0.0,137.0,13.0,18.0,0.0,5.0,7.0,80.0,7.0,0.0,26.0,1071.58,53.0,6.0,6.0,58.0,85726.0,65.0,27.0,7.0,8.0,1714.0,,,281.95,3.52
3899978,2026,projected,228.0,16.0,,119.0,16.0,,,,10.0,78.0,9.0,,27.0,1074.0,55.0,7.0,7.0,46.0,83772.0,59.0,28.0,9.0,,,,,270.9,3.47
3899978,2026,actual,269.0,10.0,0.0,131.0,10.0,68.0,0.0,5.0,-16.0,77.0,6.0,0.0,24.0,1110.97,44.0,4.0,4.0,22.0,85545.0,53.0,20.0,6.0,57.0,1632.0,,,242.85,3.15
3899978,2027,projected,277.0,12.0,,128.0,12.0,,,,-14.0,79.0,7.0,,26.0,1113.34,46.0,5.0,5.0,32.0,87953.86,57.0,20.0,7.0,,,,,254.05,3.22
3899978,2027,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3899979,2023,projected,201.0,16.0,0.0,29.0,16.0,35.0,0.0,3.0,-2.0,72.0,9.0,0.0,27.0,1116.0,57.0,7.0,7.0,16.0,80352.0,23.0,30.0,9.0,22.0,166.0,,,229.15,3.18
3899979,2023,actual,178.0,16.0,0.0,49.0,16.0,35.0,0.0,3.0,-20.0,74.0,6.0,0.0,18.0,1034.34,55.0,10.0,10.0,24.0,76541.0,32.0,37.0,6.0,22.0,1573.0,,,219.4,2.96
3899979,2024,projected,180.0,15.0,0.0,44.0,15.0,12.0,0.0,4.0,-12.0,72.0,7.0,0.0,19.0,1026.0,43.0,8.0,8.0,22.0,73872.0,29.0,24.0,7.0,13.0,1837.0,3.0,,203.9,2.83
3899979,2024,actual,204.0,25.0,0.0,50.0,25.0,12.0,0.0,4.0,23.0,81.0,16.0,0.0,40.0,1116.14,73.0,9.0,9.0,14.0,90407.0,29.0,33.0,16.0,13.0,1837.0,3.0,,297.0,3.67
3899979,2025,projected,201.0,21.0,,54.0,21.0,,,,19.0,71.0,11.0,,27.0,1110.0,56.0,10.0,10.0,18.0,78810.0,31.0,29.0,11.0,,,,,235.15,3.31
3899979,2025,actual,145.0,20.0,0.0,76.0,20.0,39.0,0.0,3.0,-25.0,75.0,9.0,0.0,25.0,1089.68,50.0,11.0,11.0,16.0,81726.0,34.0,25.0,9.0,16.0,1646.0,,,211.35,2.82
3899979,2026,projected,198.0,21.0,,66.0,21.0,,,,18.0,77.0,12.0,,27.0,1098.0,56.0,9.0,9.0,18.0,84546.0,31.0,29.0,12.0,,,,,236.1,3.07
3899979,2026,actual,166.0,19.0,1.0,54.0,20.0,78.0,0.0,3.0,-48.0,75.0,6.0,1.0,22.0,1143.2,48.0,13.0,13.0,8.0,85740.0,26.0,26.0,7.0,58.0,1611.0,1.0,,202.4,2.7
3899979,2027,projected,179.0,22.0,1.0,67.0,24.0,,1.0,,-38.0,81.0,8.0,2.0,27.0,1134.05,57.0,15.0,14.0,10.0,91858.05,30.0,30.0,9.0,,,,,230.45,2.85
3899979,2027,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900154,2023,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900154,2023,actual,18.0,0.0,0.0,16.0,0.0,7.0,0.0,0.0,4.0,22.0,0.0,0.0,3.0,649.18,5.0,0.0,0.0,12.0,14282.0,11.0,2.0,0.0,2.0,338.0,,,30.6,1.39
3900154,2024,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900154,2024,actual,37.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,-4.0,45.0,0.0,0.0,0.0,492.49,4.0,0.0,0.0,21.0,22162.0,13.0,4.0,0.0,2.0,553.0,,,40.35,0.9
3900154,2025,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900154,2025,actual,49.0,0.0,0.0,136.0,0.0,102.0,0.0,1.0,-13.0,62.0,0.0,0.0,2.0,655.66,6.0,0.0,0.0,21.0,40651.0,41.0,4.0,0.0,117.0,938.0,,,71.85,1.16
3900154,2026,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900154,2026,actual,37.0,0.0,0.0,113.0,0.0,90.0,0.0,0.0,-6.0,44.0,0.0,0.0,3.0,575.43,8.0,0.0,0.0,28.0,25319.0,24.0,5.0,0.0,95.0,616.0,,,65.55,1.49
3900154,2027,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900154,2027,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900169,2023,projected,212.0,19.0,3.0,73.0,19.0,32.0,3.0,6.0,-13.0,77.0,5.0,6.0,24.0,1050.0,59.0,14.0,14.0,54.0,80850.0,32.0,35.0,5.0,28.0,128.0,1.0,,275.3,3.58
3900169,2023,actual,191.0,15.0,3.0,55.0,21.0,32.0,3.0,6.0,-12.0,60.0,5.0,6.0,31.0,1206.98,61.0,13.0,10.0,77.0,72419.0,38.0,30.0,8.0,28.0,1496.0,1.0,,291.75,4.86
3900169,2024,projected,237.0,21.0,3.0,67.0,27.0,58.0,3.0,5.0,-8.0,74.0,8.0,6.0,38.0,1200.0,77.0,16.0,13.0,77.0,88800.0,42.0,39.0,11.0,39.0,1839.0,,,345.95,4.67
3900169,2024,actual,244.0,9.0,6.0,85.0,16.0,58.0,1.0,5.0,4.0,76.0,4.0,7.0,33.0,1190.42,68.0,6.0,5.0,67.0,90472.0,32.0,35.0,10.0,39.0,1839.0,,,312.5,4.11
3900169,2025,projected,258.0,12.0,5.0,76.0,22.0,,5.0,,6.0,74.0,4.0,10.0,35.0,1176.0,71.0,13.0,8.0,78.0,87024.0,37.0,36.0,9.0,,,,,329.6,4.45
3900169,2025,actual,188.0,17.0,1.0,94.0,20.0,61.0,2.0,3.0,-17.0,82.0,8.0,3.0,24.0,1236.17,76.0,11.0,9.0,53.0,101366.0,42.0,52.0,9.0,39.0,1953.0,,,299.4,3.65
3900169,2026,projected,227.0,16.0,3.0,91.0,22.0,,3.0,,-15.0,79.0,6.0,6.0,30.0,1206.0,64.0,13.0,10.0,66.0,95274.0,38.0,34.0,9.0,,,,,295.85,3.74
3900169,2026,actual,168.0,14.0,1.0,108.0,16.0,33.0,1.0,2.0,14.0,77.0,2.0,2.0,27.0,1145.4,68.0,13.0,12.0,59.0,88196.0,38.0,41.0,3.0,20.0,1804.0,1.0,,280.3,3.64
3900169,2027,projected,191.0,14.0,2.0,103.0,18.0,,2.0,,8.0,80.0,3.0,4.0,27.0,1180.1,69.0,13.0,11.0,62.0,94408.0,39.0,42.0,5.0,,,,,288.05,3.6
3900169,2027,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900240,2023,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900240,2023,actual,191.0,14.0,0.0,85.0,15.0,11.0,1.0,6.0,26.0,64.0,6.0,1.0,27.0,1006.98,50.0,9.0,8.0,16.0,64447.0,22.0,23.0,6.0,4.0,1496.0,,,219.25,3.43
3900240,2024,projected,209.0,17.0,2.0,74.0,18.0,16.0,1.0,3.0,16.0,70.0,7.0,1.0,29.0,1050.0,56.0,11.0,10.0,14.0,73500.0,24.0,27.0,7.0,7.0,1853.0,,,239.65,3.42
3900240,2024,actual,183.0,10.0,2.0,92.0,12.0,16.0,0.0,3.0,4.0,80.0,2.0,2.0,19.0,1009.94,40.0,8.0,8.0,18.0,80795.0,48.0,21.0,4.0,7.0,1853.0,,,199.95,2.5
3900240,2025,projected,179.0,11.0,1.0,91.0,13.0,,1.0,,12.0,73.0,3.0,2.0,23.0,1008.0,46.0,9.0,8.0,16.0,73584.0,36.0,23.0,4.0,,,,,204.85,2.81
3900240,2025,actual,171.0,19.0,0.0,96.0,19.0,18.0,0.0,4.0,-15.0,82.0,14.0,0.0,28.0,998.95,48.0,5.0,5.0,18.0,81914.0,48.0,20.0,14.0,11.0,1792.0,1.0,,232.85,2.84
3900240,2026,projected,181.0,15.0,,99.0,15.0,,,,-12.0,81.0,8.0,,26.0,1002.0,49.0,7.0,7.0,18.0,81162.0,48.0,23.0,8.0,,,,,223.65,2.76
3900240,2026,actual,219.0,24.0,0.0,66.0,24.0,19.0,0.0,1.0,-31.0,81.0,19.0,0.0,23.0,1011.86,42.0,5.0,5.0,12.0,81961.0,35.0,19.0,19.0,14.0,1701.0,,,214.35,2.65
3900240,2027,projected,218.0,23.0,,74.0,23.0,,,,-26.0,83.0,17.0,,25.0,974.53,45.0,6.0,6.0,13.0,80885.99,38.0,20.0,17.0,,,,,222.4,2.68
3900240,2027,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900260,2023,projected,124.0,3.0,0.0,169.0,0.0,12.0,0.0,0.0,16.0,74.0,1.0,0.0,12.0,918.0,34.0,0.0,2.0,59.0,67932.0,34.0,22.0,0.0,2.0,309.0,,,176.4,2.38
3900260,2023,actual,99.0,0.0,0.0,107.0,0.0,12.0,0.0,0.0,-6.0,62.0,0.0,0.0,6.0,810.29,11.0,0.0,0.0,26.0,50238.0,39.0,5.0,0.0,2.0,1068.0,,,95.95,1.55
3900260,2024,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900260,2024,actual,107.0,3.0,0.0,129.0,4.0,40.0,1.0,1.0,11.0,67.0,1.0,1.0,10.0,1034.97,28.0,3.0,2.0,64.0,69343.0,65.0,18.0,1.0,17.0,1401.0,,,174.15,2.6
3900260,2025,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900260,2025,actual,36.0,0.0,0.0,97.0,0.0,27.0,0.0,0.0,-4.0,34.0,0.0,0.0,3.0,904.44,8.0,0.0,0.0,45.0,30751.0,29.0,5.0,0.0,7.0,751.0,,,74.7,2.2
3900260,2026,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900260,2026,actual,32.0,0.0,0.0,56.0,0.0,25.0,0.0,0.0,-10.0,40.0,0.0,0.0,1.0,746.7,6.0,0.0,0.0,29.0,29868.0,22.0,5.0,0.0,8.0,734.0,,,52.1,1.3
3900260,2027,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900260,2027,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3904091,2023,projected,203.0,13.0,2.0,131.0,26.0,702.0,1.0,1.0,13.0,74.0,8.0,1.0,24.0,1110.0,52.0,12.0,5.0,22.0,82140.0,39.0,28.0,14.0,684.0,140.0,,,238.85,3.23
3904091,2023,actual,247.0,23.0,2.0,119.0,26.0,702.0,1.0,1.0,4.0,78.0,12.0,3.0,23.0,1139.68,61.0,12.0,11.0,44.0,88895.0,55.0,38.0,14.0,684.0,1659.0,,,291.65,3.74
3904091,2024,projected,245.0,24.0,1.0,131.0,26.0,806.0,1.0,5.0,15.0,78.0,12.0,2.0,27.0,1140.0,66.0,13.0,12.0,38.0,88920.0,53.0,39.0,13.0,796.0,1738.0,1.0,,307.85,3.95
3904091,2024,actual,267.0,21.0,1.0,147.0,22.0,806.0,0.0,5.0,18.0,77.0,12.0,1.0,30.0,1231.65,64.0,9.0,9.0,60.0,94837.0,55.0,34.0,13.0,796.0,1738.0,1.0,,323.45,4.2
3904091,2025,projected,254.0,22.0,1.0,143.0,24.0,,1.0,,14.0,78.0,12.0,2.0,29.0,1182.0,62.0,11.0,10.0,54.0,92196.0,54.0,33.0,13.0,,,,,304.8,3.91
3904091,2025,actual,140.0,10.0,0.0,82.0,10.0,459.0,0.0,1.0,9.0,46.0,5.0,0.0,14.0,1185.98,29.0,5.0,5.0,22.0,54555.0,36.0,15.0,5.0,408.0,952.0,1.0,,155.7,3.38
3904091,2026,projected,233.0,15.0,1.0,133.0,17.0,,1.0,,16.0,74.0,8.0,2.0,24.0,1182.0,61.0,8.0,7.0,28.0,87468.0,54.0,37.0,9.0,,,,,273.05,3.69
3904091,2026,actual,194.0,16.0,0.0,106.0,16.0,709.0,0.0,3.0,16.0,70.0,7.0,0.0,19.0,1144.74,51.0,9.0,9.0,32.0,80132.0,34.0,32.0,7.0,681.0,1427.0,,,227.6,3.25
3904091,2027,projected,201.0,16.0,,121.0,16.0,,,,15.0,73.0,7.0,,20.0,1119.11,51.0,9.0,9.0,36.0,81695.03,39.0,31.0,7.0,,,,,233.35,3.2
3904091,2027,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3904098,2023,projected,127.0,8.0,2.0,55.0,12.0,489.0,1.0,2.0,5.0,78.0,3.0,3.0,17.0,942.0,46.0,8.0,5.0,8.0,73476.0,22.0,29.0,4.0,400.0,295.0,,,173.75,2.23
3904098,2023,actual,123.0,9.0,2.0,42.0,12.0,489.0,1.0,2.0,-14.0,77.0,2.0,3.0,11.0,986.79,44.0,8.0,7.0,10.0,75983.0,53.0,33.0,4.0,400.0,1537.0,,,177.95,2.31
3904098,2024,projected,126.0,8.0,1.0,52.0,9.0,72.0,1.0,3.0,-6.0,79.0,3.0,1.0,15.0,990.0,44.0,6.0,5.0,12.0,78210.0,41.0,29.0,3.0,54.0,1172.0,,,177.7,2.25
3904098,2024,actual,117.0,4.0,1.0,23.0,5.0,72.0,0.0,3.0,-10.0,59.0,0.0,1.0,9.0,933.27,31.0,4.0,4.0,16.0,55063.0,24.0,22.0,1.0,54.0,1172.0,,,129.55,2.2
3904098,2025,projected,128.0,2.0,,43.0,2.0,,,,8.0,75.0,,,10.0,864.0,33.0,2.0,2.0,18.0,64800.0,24.0,23.0,,,,,,134.3,1.79
3904098,2025,actual,139.0,2.0,0.0,14.0,2.0,163.0,0.0,2.0,-10.0,81.0,1.0,0.0,22.0,829.27,39.0,1.0,1.0,10.0,67171.0,23.0,17.0,1.0,192.0,1386.0,,,156.15,1.93
3904098,2026,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3904098,2026,actual,141.0,6.0,0.0,46.0,6.0,126.0,0.0,5.0,-9.0,69.0,4.0,0.0,21.0,946.2,36.0,2.0,2.0,16.0,65288.0,27.0,15.0,4.0,142.0,1310.0,,,164.35,2.38
3904098,2027,projected,140.0,5.0,,40.0,5.0,,,,-10.0,72.0,3.0,,22.0,884.39,37.0,2.0,2.0,16.0,63676.01,26.0,15.0,3.0,,,,,160.0,2.22
3904098,2027,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3904107,2023,projected,163.0,9.0,0.0,37.0,9.0,10.0,0.0,5.0,-12.0,74.0,4.0,0.0,20.0,1002.0,44.0,5.0,5.0,10.0,74148.0,18.0,24.0,4.0,3.0,294.0,,,177.95,2.4
3904107,2023,actual,176.0,4.0,0.0,78.0,4.0,10.0,0.0,5.0,-10.0,82.0,3.0,0.0,18.0,976.0,40.0,1.0,1.0,24.0,80032.0,30.0,22.0,3.0,3.0,1718.0,,,185.3,2.26
3904107,2024,projected,141.0,3.0,0.0,35.0,3.0,38.0,0.0,0.0,-14.0,72.0,2.0,0.0,10.0,924.0,27.0,1.0,1.0,14.0,66528.0,12.0,17.0,2.0,40.0,1038.0,,,118.25,1.64
3904107,2024,actual,105.0,4.0,0.0,46.0,4.0,38.0,0.0,0.0,-8.0,60.0,2.0,0.0,5.0,814.85,17.0,2.0,2.0,8.0,48891.0,35.0,12.0,2.0,40.0,1038.0,,,94.35,1.57
3904107,2025,projected,120.0,4.0,,37.0,4.0,,,,-15.0,73.0,2.0,,8.0,912.0,20.0,2.0,2.0,12.0,66576.0,22.0,12.0,2.0,,,,,101.7,1.39
3904107,2025,actual,149.0,1.0,1.0,139.0,2.0,13.0,0.0,0.0,2.0,81.0,0.0,1.0,15.0,772.44,25.0,1.0,1.0,14.0,62568.0,36.0,10.0,1.0,11.0,1433.0,,,143.65,1.77
3904107,2026,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3904107,2026,actual,155.0,1.0,0.0,93.0,2.0,43.0,1.0,4.0,7.0,82.0,1.0,1.0,15.0,947.83,28.0,1.0,0.0,30.0,77722.0,48.0,13.0,1.0,44.0,1656.0,,,164.05,2.0
3904107,2027,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3904107,2027,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3904173,2023,projected,219.0,24.0,2.0,71.0,27.0,503.0,1.0,9.0,17.0,80.0,10.0,3.0,36.0,1152.0,82.0,15.0,14.0,36.0,92160.0,28.0,46.0,12.0,531.0,46.0,3.0,,333.85,4.17
3904173,2023,actual,218.0,15.0,3.0,59.0,19.0,503.0,1.0,9.0,8.0,75.0,7.0,4.0,36.0,1169.73,67.0,9.0,8.0,42.0,87730.0,21.0,31.0,10.0,531.0,1707.0,3.0,,297.9,3.97
3904173,2024,projected,220.0,21.0,2.0,67.0,24.0,484.0,1.0,10.0,16.0,78.0,9.0,3.0,36.0,1170.0,72.0,13.0,12.0,40.0,91260.0,22.0,36.0,11.0,571.0,1814.0,1.0,,305.7,3.92
3904173,2024,actual,216.0,32.0,1.0,46.0,34.0,484.0,1.0,10.0,34.0,78.0,11.0,2.0,36.0,1177.65,89.0,22.0,21.0,36.0,91857.0,18.0,53.0,12.0,571.0,1814.0,1.0,,337.1,4.32
3904173,2025,projected,220.0,24.0,2.0,52.0,28.0,,2.0,,22.0,78.0,9.0,4.0,36.0,1170.0,81.0,17.0,15.0,40.0,91260.0,20.0,45.0,11.0,,,,,310.7,3.98
3904173,2025,actual,207.0,23.0,3.0,59.0,30.0,535.0,4.0,9.0,7.0,79.0,5.0,7.0,29.0,1206.01,74.0,22.0,18.0,46.0,95275.0,30.0,45.0,8.0,663.0,1732.0,,,305.65,3.87
3904173,2026,projected,201.0,31.0,2.0,54.0,35.0,,2.0,,19.0,78.0,12.0,4.0,33.0,1188.0,79.0,21.0,19.0,42.0,92664.0,24.0,46.0,14.0,,,,,307.15,3.94
3904173,2026,actual,195.0,27.0,2.0,63.0,33.0,585.0,4.0,4.0,11.0,79.0,7.0,6.0,27.0,1176.75,80.0,24.0,20.0,46.0,92963.0,23.0,53.0,9.0,596.0,1772.0,,,305.55,3.87
3904173,2027,projected,203.0,27.0,2.0,65.0,31.0,,2.0,,13.0,81.0,7.0,4.0,29.0,1120.0,81.0,22.0,20.0,48.0,90720.0,24.0,52.0,9.0,,,,,307.25,3.79
3904173,2027,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3904183,2023,projected,211.0,24.0,2.0,84.0,27.0,230.0,1.0,5.0,14.0,77.0,8.0,3.0,36.0,1086.0,75.0,17.0,16.0,30.0,83622.0,43.0,39.0,10.0,249.0,41.0,2.0,,315.65,4.1
3904183,2023,actual,184.0,21.0,3.0,47.0,24.0,230.0,0.0,5.0,31.0,73.0,9.0,3.0,37.0,1053.47,75.0,12.0,12.0,30.0,76903.0,45.0,38.0,12.0,249.0,1699.0,2.0,,307.2,4.21
3904183,2024,projected,209.0,25.0,3.0,75.0,29.0,248.0,1.0,6.0,26.0,78.0,9.0,4.0,39.0,1086.0,81.0,17.0,16.0,30.0,84708.0,54.0,42.0,12.0,318.0,1838.0,1.0,,335.75,4.3
3904183,2024,actual,182.0,19.0,3.0,32.0,23.0,248.0,1.0,6.0,26.0,80.0,8.0,4.0,30.0,1034.39,65.0,12.0,11.0,22.0,82751.0,38.0,35.0,11.0,318.0,1838.0,1.0,,268.2,3.35
3904183,2025,projected,197.0,22.0,3.0,57.0,28.0,,3.0,,29.0,78.0,9.0,6.0,35.0,1056.0,63.0,16.0,13.0,30.0,82368.0,41.0,28.0,12.0,,,,,275.95,3.54
3904183,2025,actual,160.0,20.0,1.0,53.0,22.0,392.0,1.0,7.0,18.0,76.0,7.0,2.0,28.0,1013.47,67.0,14.0,13.0,30.0,77024.0,46.0,39.0,8.0,458.0,1723.0,,,268.8,3.54
3904183,2026,projected,193.0,22.0,2.0,49.0,26.0,,2.0,,25.0,79.0,9.0,4.0,33.0,1014.0,70.0,15.0,13.0,28.0,80106.0,41.0,37.0,11.0,,,,,282.15,3.57
3904183,2026,actual,126.0,19.0,0.0,59.0,19.0,297.0,0.0,1.0,16.0,53.0,6.0,0.0,15.0,1040.49,44.0,13.0,13.0,18.0,55146.0,18.0,29.0,6.0,430.0,1137.0,,,171.9,3.24
3904183,2027,projected,174.0,25.0,,71.0,25.0,,,,16.0,75.0,9.0,,24.0,999.95,65.0,16.0,16.0,27.0,74996.02,32.0,41.0,9.0,,,,,251.1,3.35
3904183,2027,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3904188,2023,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3904188,2023,actual,140.0,2.0,2.0,167.0,4.0,22.0,0.0,2.0,-7.0,77.0,0.0,2.0,12.0,908.81,24.0,2.0,2.0,47.0,69978.0,30.0,12.0,2.0,14.0,1419.0,,,157.2,2.04
3904188,2024,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3904188,2024,actual,116.0,0.0,0.0,174.0,1.0,121.0,1.0,3.0,15.0,76.0,0.0,1.0,12.0,874.41,17.0,1.0,0.0,40.0,66455.0,36.0,5.0,0.0,99.0,1477.0,,,134.4,1.77
3904188,2025,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3904188,2025,actual,85.0,0.0,2.0,238.0,2.0,27.0,0.0,2.0,-1.0,76.0,0.0,2.0,7.0,750.99,15.0,0.0,0.0,54.0,57075.0,32.0,8.0,2.0,21.0,1134.0,,,131.05,1.72
3904188,2026,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3904188,2026,actual,98.0,0.0,0.0,412.0,0.0,74.0,0.0,1.0,13.0,82.0,0.0,0.0,6.0,796.9,23.0,0.0,0.0,38.0,65346.0,39.0,17.0,0.0,46.0,1262.0,,,157.2,1.92
3904188,2027,projected,102.0,,,371.0,,,,,12.0,83.0,,,7.0,795.33,22.0,,,43.0,66011.98,38.0,15.0,,,,,,154.1,1.86
3904188,2027,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3904191,2023,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3904191,2023,actual,63.0,0.0,2.0,31.0,2.0,246.0,0.0,0.0,3.0,54.0,0.0,2.0,6.0,698.7,9.0,0.0,0.0,20.0,37730.0,28.0,3.0,2.0,280.0,943.0,,,70.85,1.31
3904191,2024,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
