id,year,stats_type,SOG,PPP,SHG,HIT,STP,FOL,SHA,GWG,P_M,GP,PPG,SHP,G,ATOI,PTS,STPA,PPA,PIM,TTOI,BLK,A,STPG,FOW,_25,HAT,MIN,FP,FP_AVG
3042114,2027,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3042283,2023,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3042283,2023,actual,9.0,0.0,0.0,18.0,0.0,3.0,0.0,0.0,-2.0,14.0,0.0,0.0,0.0,394.79,0.0,0.0,0.0,4.0,5527.0,2.0,0.0,0.0,1.0,139.0,,,7.05,0.5
3042283,2024,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3042283,2024,actual,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,321.0,0.0,0.0,0.0,2.0,321.0,0.0,0.0,0.0,0.0,10.0,,,1.35,1.35
3042283,2025,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3042283,2025,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3042283,2026,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3042283,2026,actual,4.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,462.25,1.0,0.0,0.0,0.0,1849.0,0.0,1.0,0.0,0.0,47.0,,,4.0,1.0
3042283,2027,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3042283,2027,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067822,2023,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067822,2023,actual,2.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,-1.0,16.0,0.0,0.0,0.0,467.88,2.0,0.0,0.0,37.0,7486.0,5.0,2.0,0.0,1.0,186.0,,,28.9,1.81
3067822,2024,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067822,2024,actual,44.0,0.0,0.0,128.0,0.0,3.0,0.0,0.0,-12.0,68.0,0.0,0.0,1.0,491.82,4.0,0.0,0.0,117.0,33444.0,27.0,3.0,0.0,3.0,806.0,,,104.8,1.54
3067822,2025,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067822,2025,actual,9.0,0.0,0.0,134.0,0.0,2.0,0.0,1.0,-2.0,43.0,0.0,0.0,1.0,521.47,4.0,0.0,0.0,72.0,22423.0,20.0,3.0,0.0,0.0,522.0,,,71.65,1.67
3067822,2026,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067822,2026,actual,33.0,0.0,0.0,192.0,0.0,6.0,0.0,0.0,0.0,62.0,0.0,0.0,3.0,584.63,14.0,0.0,0.0,107.0,36247.0,16.0,11.0,0.0,5.0,848.0,,,119.95,1.93
3067822,2027,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067822,2027,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067840,2023,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067840,2023,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067840,2024,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067840,2024,actual,3.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,556.67,0.0,0.0,0.0,9.0,1670.0,1.0,0.0,0.0,0.0,34.0,,,6.75,2.25
3067840,2025,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067840,2025,actual,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,627.0,0.0,0.0,0.0,0.0,627.0,1.0,0.0,0.0,0.0,14.0,,,0.7,0.7
3067840,2026,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067840,2026,actual,11.0,0.0,0.0,63.0,0.0,2.0,0.0,0.0,1.0,26.0,0.0,0.0,1.0,477.15,5.0,0.0,0.0,89.0,12406.0,11.0,4.0,0.0,0.0,298.0,,,70.05,2.69
3067840,2027,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067840,2027,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067858,2023,projected,119.0,13.0,1.0,66.0,18.0,487.0,1.0,5.0,7.0,75.0,5.0,2.0,20.0,1128.0,57.0,11.0,8.0,28.0,84600.0,42.0,37.0,7.0,675.0,170.0,,,222.35,2.96
3067858,2023,actual,120.0,15.0,1.0,74.0,18.0,487.0,2.0,5.0,12.0,81.0,6.0,3.0,16.0,1140.77,65.0,11.0,9.0,26.0,92402.0,56.0,49.0,7.0,675.0,1804.0,,,243.9,3.01
3067858,2024,projected,104.0,11.0,1.0,60.0,12.0,498.0,1.0,4.0,9.0,70.0,4.0,1.0,13.0,1146.0,49.0,7.0,7.0,26.0,80220.0,40.0,36.0,5.0,552.0,1589.0,,,190.5,2.72
3067858,2024,actual,97.0,13.0,2.0,37.0,16.0,498.0,1.0,4.0,-9.0,75.0,4.0,3.0,16.0,1109.01,51.0,10.0,9.0,25.0,83176.0,40.0,35.0,6.0,552.0,1589.0,,,195.95,2.61
3067858,2025,projected,108.0,14.0,2.0,61.0,18.0,,2.0,,6.0,78.0,5.0,4.0,18.0,1116.0,57.0,11.0,9.0,26.0,87048.0,43.0,39.0,7.0,,,,,215.1,2.76
3067858,2025,actual,73.0,18.0,2.0,33.0,20.0,715.0,0.0,1.0,-9.0,78.0,1.0,2.0,13.0,1170.56,51.0,17.0,17.0,22.0,91304.0,50.0,38.0,3.0,759.0,1749.0,,,187.05,2.4
3067858,2026,projected,101.0,14.0,2.0,39.0,18.0,,2.0,,-10.0,77.0,4.0,4.0,15.0,1158.0,56.0,12.0,10.0,26.0,89166.0,47.0,41.0,6.0,,,,,207.65,2.7
3067858,2026,actual,93.0,16.0,0.0,20.0,18.0,696.0,2.0,3.0,-24.0,80.0,6.0,2.0,16.0,1162.9,49.0,12.0,10.0,14.0,93032.0,57.0,33.0,6.0,761.0,1959.0,,,190.75,2.38
3067858,2027,projected,96.0,17.0,,24.0,17.0,,,,-20.0,82.0,5.0,,16.0,1131.07,50.0,12.0,12.0,18.0,92747.74,54.0,34.0,5.0,,,,,189.4,2.31
3067858,2027,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067860,2023,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067860,2023,actual,43.0,0.0,0.0,82.0,0.0,82.0,0.0,1.0,10.0,56.0,0.0,0.0,2.0,617.04,10.0,0.0,0.0,25.0,34554.0,35.0,8.0,0.0,95.0,754.0,,,71.95,1.28
3067860,2024,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067860,2024,actual,43.0,0.0,0.0,92.0,0.0,22.0,0.0,0.0,-1.0,45.0,0.0,0.0,7.0,648.6,13.0,0.0,0.0,18.0,29187.0,35.0,6.0,0.0,20.0,632.0,,,79.45,1.77
3067860,2025,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067860,2025,actual,72.0,0.0,0.0,281.0,1.0,74.0,1.0,0.0,-5.0,73.0,0.0,1.0,8.0,726.38,16.0,1.0,0.0,63.0,53026.0,61.0,8.0,0.0,82.0,1257.0,,,149.1,2.04
3067860,2026,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067860,2026,actual,38.0,0.0,0.0,179.0,0.0,47.0,0.0,1.0,-9.0,46.0,0.0,0.0,4.0,719.39,11.0,0.0,0.0,28.0,33092.0,35.0,7.0,0.0,56.0,778.0,,,85.9,1.87
3067860,2027,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067860,2027,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067879,2023,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067879,2023,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067879,2024,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067879,2024,actual,3.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,-2.0,2.0,0.0,0.0,1.0,631.5,1.0,0.0,0.0,0.0,1263.0,1.0,0.0,0.0,4.0,33.0,,,4.35,2.17
3067879,2025,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067879,2025,actual,34.0,0.0,0.0,51.0,0.0,169.0,0.0,0.0,-6.0,52.0,0.0,0.0,2.0,613.37,7.0,0.0,0.0,6.0,31895.0,22.0,5.0,0.0,158.0,777.0,,,43.6,0.84
3067879,2026,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067879,2026,actual,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,-1.0,2.0,0.0,0.0,0.0,431.5,0.0,0.0,0.0,0.0,863.0,1.0,0.0,0.0,1.0,24.0,,,1.05,0.53
3067879,2027,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067879,2027,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067951,2023,projected,146.0,7.0,2.0,17.0,12.0,3.0,3.0,0.0,7.0,80.0,2.0,5.0,18.0,1074.0,44.0,8.0,5.0,12.0,85920.0,42.0,26.0,4.0,2.0,246.0,,,182.7,2.28
3067951,2023,actual,2.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,-3.0,4.0,0.0,0.0,0.0,1006.0,0.0,0.0,0.0,0.0,4024.0,1.0,0.0,0.0,2.0,82.0,,,1.6,0.4
3067951,2024,projected,149.0,8.0,3.0,19.0,12.0,24.0,1.0,0.0,8.0,78.0,3.0,4.0,19.0,990.0,49.0,6.0,5.0,22.0,77220.0,45.0,30.0,6.0,17.0,1125.0,,,202.15,2.59
3067951,2024,actual,108.0,0.0,0.0,29.0,0.0,24.0,0.0,0.0,-8.0,71.0,0.0,0.0,4.0,767.97,12.0,0.0,0.0,10.0,54526.0,24.0,8.0,0.0,17.0,1125.0,,,74.9,1.05
3067951,2025,projected,112.0,,,27.0,,,,,-7.0,73.0,,,6.0,810.0,15.0,,,12.0,59130.0,25.0,9.0,,,,,,85.2,1.17
3067951,2025,actual,123.0,0.0,1.0,19.0,2.0,28.0,1.0,4.0,9.0,82.0,0.0,2.0,13.0,840.59,30.0,1.0,0.0,10.0,68928.0,37.0,17.0,1.0,16.0,1458.0,,,136.15,1.66
3067951,2026,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067951,2026,actual,116.0,8.0,2.0,25.0,10.0,18.0,0.0,1.0,-1.0,75.0,4.0,2.0,18.0,1053.05,43.0,4.0,4.0,22.0,78979.0,37.0,25.0,6.0,8.0,1522.0,,,176.0,2.35
3067951,2027,projected,113.0,6.0,2.0,26.0,10.0,,2.0,,-1.0,77.0,3.0,4.0,16.0,978.62,39.0,5.0,3.0,20.0,75353.97,36.0,23.0,5.0,,,,,163.35,2.12
3067951,2027,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069277,2023,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069277,2023,actual,69.0,8.0,0.0,63.0,8.0,36.0,0.0,0.0,-4.0,67.0,3.0,0.0,10.0,831.91,28.0,5.0,5.0,28.0,55738.0,28.0,18.0,3.0,27.0,1177.0,,,123.05,1.84
3069277,2024,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069277,2024,actual,68.0,5.0,1.0,68.0,8.0,342.0,2.0,0.0,-6.0,71.0,3.0,3.0,6.0,794.99,21.0,4.0,2.0,32.0,56444.0,49.0,15.0,4.0,247.0,1228.0,,,120.3,1.69
3069277,2025,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069277,2025,actual,60.0,7.0,0.0,78.0,7.0,312.0,0.0,0.0,-6.0,67.0,4.0,0.0,6.0,792.46,20.0,3.0,3.0,32.0,53095.0,53.0,14.0,4.0,260.0,1238.0,,,116.8,1.74
3069277,2026,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069277,2026,actual,37.0,1.0,0.0,69.0,1.0,231.0,0.0,0.0,-18.0,52.0,0.0,0.0,5.0,777.94,17.0,1.0,1.0,26.0,40453.0,26.0,12.0,0.0,197.0,976.0,,,81.65,1.57
3069277,2027,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069277,2027,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069342,2023,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069342,2023,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069342,2024,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069342,2024,actual,4.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,-1.0,8.0,0.0,0.0,0.0,472.12,1.0,0.0,0.0,0.0,3777.0,2.0,1.0,0.0,0.0,83.0,,,4.9,0.61
3069342,2025,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069342,2025,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069342,2026,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069342,2026,actual,6.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,611.0,4.0,0.0,0.0,12.0,4888.0,6.0,3.0,0.0,1.0,124.0,,,20.5,2.56
3069342,2027,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069342,2027,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069394,2023,projected,113.0,2.0,1.0,73.0,5.0,80.0,1.0,1.0,15.0,80.0,2.0,2.0,12.0,924.0,47.0,2.0,2.0,24.0,73920.0,61.0,35.0,3.0,65.0,254.0,,,191.05,2.39
3069394,2023,actual,133.0,3.0,1.0,54.0,5.0,80.0,1.0,1.0,8.0,82.0,2.0,2.0,10.0,877.13,32.0,2.0,1.0,30.0,71925.0,46.0,22.0,3.0,65.0,1609.0,,,157.15,1.92
3069394,2024,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069394,2024,actual,103.0,12.0,2.0,69.0,15.0,450.0,1.0,3.0,-15.0,82.0,2.0,3.0,13.0,1046.05,45.0,11.0,10.0,26.0,85776.0,76.0,32.0,4.0,412.0,1861.0,,,201.65,2.46
3069394,2025,projected,118.0,8.0,2.0,69.0,12.0,,2.0,,-14.0,82.0,2.0,4.0,13.0,1008.0,42.0,8.0,6.0,28.0,82656.0,68.0,29.0,4.0,,,,,192.4,2.35
3069394,2025,actual,101.0,1.0,2.0,58.0,3.0,235.0,0.0,1.0,-5.0,81.0,0.0,2.0,11.0,915.21,28.0,1.0,1.0,14.0,74132.0,67.0,17.0,2.0,259.0,1749.0,,,144.05,1.78
3069394,2026,projected,117.0,6.0,2.0,62.0,10.0,,2.0,,4.0,82.0,1.0,4.0,12.0,1008.0,36.0,7.0,5.0,20.0,82656.0,71.0,24.0,3.0,,,,,174.45,2.13
3069394,2026,actual,28.0,0.0,0.0,30.0,1.0,110.0,1.0,0.0,0.0,34.0,0.0,1.0,7.0,767.18,13.0,1.0,0.0,23.0,26084.0,27.0,6.0,0.0,115.0,665.0,,,69.0,2.03
3069394,2027,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069394,2027,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069411,2023,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069411,2023,actual,89.0,2.0,0.0,122.0,3.0,321.0,1.0,2.0,3.0,82.0,1.0,1.0,11.0,850.24,31.0,2.0,1.0,58.0,69720.0,64.0,20.0,1.0,272.0,1433.0,,,172.95,2.11
3069411,2024,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069411,2024,actual,60.0,0.0,1.0,146.0,1.0,287.0,0.0,1.0,-13.0,80.0,0.0,1.0,4.0,753.85,12.0,0.0,0.0,76.0,60308.0,86.0,8.0,1.0,337.0,1448.0,,,141.6,1.77
3069411,2025,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069411,2025,actual,73.0,0.0,1.0,149.0,1.0,144.0,0.0,0.0,-37.0,77.0,0.0,1.0,5.0,827.01,8.0,0.0,0.0,75.0,63680.0,60.0,3.0,1.0,108.0,1376.0,,,123.65,1.61
3069411,2026,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069411,2026,actual,66.0,0.0,0.0,140.0,0.0,24.0,0.0,0.0,-18.0,82.0,0.0,0.0,5.0,680.85,12.0,0.0,0.0,73.0,55830.0,60.0,7.0,0.0,16.0,1301.0,,,126.0,1.54
3069411,2027,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069411,2027,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069613,2023,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069613,2023,actual,38.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,-1.0,26.0,0.0,1.0,2.0,756.04,11.0,1.0,0.0,6.0,19657.0,7.0,9.0,0.0,1.0,428.0,,,42.1,1.62
3069613,2024,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069613,2024,actual,27.0,0.0,0.0,8.0,0.0,6.0,0.0,0.0,-3.0,14.0,0.0,0.0,1.0,585.0,3.0,0.0,0.0,4.0,8190.0,7.0,2.0,0.0,4.0,199.0,,,20.05,1.43
3069613,2025,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069613,2025,actual,48.0,3.0,0.0,41.0,3.0,10.0,0.0,1.0,2.0,38.0,3.0,0.0,5.0,781.0,10.0,0.0,0.0,10.0,29678.0,12.0,5.0,3.0,7.0,607.0,,,56.1,1.48
3069613,2026,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069613,2026,actual,65.0,2.0,0.0,41.0,2.0,25.0,0.0,2.0,-12.0,65.0,0.0,0.0,6.0,656.26,18.0,2.0,2.0,31.0,42657.0,27.0,12.0,0.0,22.0,868.0,,,94.35,1.45
3069613,2027,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069613,2027,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069687,2023,projected,161.0,4.0,1.0,162.0,5.0,25.0,0.0,5.0,-18.0,72.0,2.0,1.0,21.0,1002.0,35.0,2.0,2.0,53.0,72144.0,38.0,14.0,3.0,19.0,244.0,,,202.95,2.82
3069687,2023,actual,164.0,4.0,1.0,139.0,5.0,25.0,0.0,5.0,-8.0,69.0,4.0,1.0,21.0,1017.59,32.0,0.0,0.0,72.0,70214.0,49.0,11.0,5.0,19.0,1393.0,,,211.4,3.06
3069687,2024,projected,135.0,3.0,0.0,131.0,3.0,16.0,0.0,0.0,-15.0,64.0,3.0,0.0,17.0,1026.0,28.0,2.0,2.0,67.0,65664.0,31.0,11.0,3.0,15.0,1463.0,,,172.85,2.7
3069687,2024,actual,141.0,2.0,0.0,154.0,2.0,16.0,0.0,0.0,-18.0,78.0,0.0,0.0,9.0,927.81,20.0,2.0,2.0,74.0,72369.0,40.0,11.0,0.0,15.0,1463.0,,,157.65,2.02
3069687,2025,projected,171.0,4.0,,158.0,4.0,,,,-24.0,71.0,2.0,,18.0,966.0,30.0,2.0,2.0,76.0,68586.0,47.0,12.0,2.0,,,,,201.05,2.83
3069687,2025,actual,109.0,0.0,1.0,175.0,1.0,20.0,0.0,1.0,-2.0,81.0,0.0,1.0,15.0,859.17,27.0,0.0,0.0,90.0,69593.0,39.0,12.0,1.0,29.0,1531.0,,,181.25,2.24
3069687,2026,projected,131.0,2.0,,169.0,2.0,,,,-11.0,79.0,,,16.0,882.0,33.0,2.0,2.0,88.0,69678.0,42.0,17.0,,,,,,197.65,2.5
3069687,2026,actual,89.0,0.0,2.0,129.0,4.0,10.0,2.0,1.0,-4.0,72.0,0.0,4.0,14.0,841.35,23.0,2.0,0.0,80.0,60577.0,43.0,9.0,2.0,23.0,1296.0,,,163.65,2.27
3069687,2027,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069687,2027,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3094261,2023,projected,141.0,8.0,1.0,82.0,5.0,489.0,0.0,2.0,-10.0,80.0,4.0,1.0,23.0,1110.0,53.0,1.0,4.0,50.0,88800.0,33.0,30.0,4.0,483.0,198.0,,,223.95,2.8
3094261,2023,actual,141.0,4.0,1.0,118.0,5.0,489.0,0.0,2.0,23.0,81.0,3.0,1.0,14.0,1028.06,48.0,1.0,1.0,76.0,83273.0,54.0,34.0,4.0,483.0,1745.0,,,229.55,2.83
3094261,2024,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3094261,2024,actual,156.0,2.0,2.0,135.0,5.0,566.0,1.0,1.0,-11.0,80.0,0.0,3.0,11.0,1046.86,33.0,3.0,2.0,62.0,83749.0,52.0,22.0,2.0,519.0,1740.0,,,193.5,2.42
3094261,2025,projected,163.0,5.0,2.0,143.0,9.0,,2.0,,-15.0,80.0,2.0,4.0,12.0,1044.0,36.0,5.0,3.0,68.0,83520.0,54.0,24.0,4.0,,,,,209.55,2.62
3094261,2025,actual,75.0,1.0,0.0,109.0,1.0,271.0,0.0,2.0,-1.0,57.0,0.0,0.0,7.0,962.84,31.0,1.0,1.0,52.0,54882.0,36.0,24.0,0.0,267.0,1135.0,,,145.15,2.55
3094261,2026,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3094261,2026,actual,114.0,0.0,0.0,115.0,0.0,485.0,0.0,2.0,-6.0,82.0,0.0,0.0,9.0,981.95,28.0,0.0,0.0,66.0,80520.0,31.0,19.0,0.0,396.0,1725.0,,,155.5,1.9
3094261,2027,projected,115.0,,,124.0,,,,,-6.0,81.0,,,9.0,975.06,29.0,,,64.0,78980.02,34.0,20.0,,,,,,157.15,1.94
3094261,2027,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3096186,2023,projected,182.0,3.0,3.0,72.0,9.0,26.0,1.0,1.0,15.0,82.0,1.0,4.0,16.0,966.0,47.0,6.0,2.0,18.0,79212.0,36.0,31.0,3.0,14.0,276.0,1.0,,202.7,2.47
3096186,2023,actual,163.0,7.0,1.0,60.0,9.0,26.0,1.0,1.0,-2.0,59.0,2.0,2.0,10.0,1019.31,29.0,6.0,5.0,14.0,60139.0,23.0,19.0,3.0,14.0,1303.0,1.0,,144.75,2.45
3096186,2024,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3096186,2024,actual,244.0,7.0,2.0,86.0,9.0,34.0,0.0,5.0,11.0,82.0,2.0,2.0,31.0,1078.79,57.0,5.0,5.0,28.0,88461.0,58.0,26.0,4.0,14.0,1825.0,1.0,,274.1,3.34
3096186,2025,projected,257.0,7.0,3.0,71.0,13.0,,3.0,,13.0,79.0,2.0,6.0,27.0,1080.0,51.0,8.0,5.0,26.0,85320.0,43.0,24.0,5.0,,,,,248.35,3.14
3096186,2025,actual,153.0,3.0,1.0,71.0,4.0,11.0,0.0,2.0,17.0,71.0,1.0,1.0,18.0,1012.59,40.0,2.0,2.0,14.0,71894.0,29.0,22.0,2.0,1.0,1541.0,,,170.85,2.41
3096186,2026,projected,163.0,5.0,2.0,73.0,9.0,,2.0,,16.0,75.0,2.0,4.0,17.0,1020.0,41.0,5.0,3.0,22.0,76500.0,33.0,24.0,4.0,,,,,184.05,2.45
3096186,2026,actual,159.0,1.0,1.0,57.0,3.0,15.0,1.0,2.0,0.0,69.0,0.0,2.0,13.0,1003.72,32.0,2.0,1.0,8.0,69257.0,37.0,19.0,1.0,4.0,1496.0,,,150.45,2.18
3096186,2027,projected,186.0,2.0,1.0,73.0,4.0,,1.0,,4.0,81.0,,2.0,19.0,1000.6,42.0,3.0,2.0,13.0,81048.6,43.0,23.0,1.0,,,,,188.8,2.33
3096186,2027,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3096235,2023,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3096235,2023,actual,14.0,0.0,0.0,26.0,0.0,61.0,0.0,0.0,-2.0,17.0,0.0,0.0,0.0,531.76,1.0,0.0,0.0,7.0,9040.0,10.0,1.0,0.0,44.0,240.0,,,16.6,0.98
3096235,2024,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3096235,2024,actual,27.0,0.0,0.0,65.0,0.0,111.0,0.0,0.0,-4.0,33.0,0.0,0.0,3.0,672.94,4.0,0.0,0.0,2.0,22207.0,29.0,1.0,0.0,97.0,539.0,,,39.75,1.2
3096235,2025,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3096235,2025,actual,54.0,0.0,0.0,109.0,1.0,218.0,1.0,0.0,-6.0,70.0,0.0,1.0,5.0,565.0,10.0,1.0,0.0,14.0,39550.0,39.0,5.0,0.0,195.0,1009.0,,,76.9,1.1
3096235,2026,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3096235,2026,actual,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,584.0,1.0,0.0,0.0,0.0,584.0,0.0,0.0,0.0,2.0,14.0,,,3.25,3.25
3096235,2027,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3096235,2027,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3096236,2023,projected,85.0,0.0,1.0,211.0,1.0,22.0,0.0,3.0,8.0,63.0,0.0,1.0,14.0,870.0,32.0,0.0,0.0,35.0,54810.0,46.0,18.0,1.0,3.0,290.0,,,165.85,2.63
3096236,2023,actual,115.0,0.0,1.0,190.0,1.0,22.0,0.0,3.0,21.0,82.0,0.0,1.0,16.0,853.33,35.0,0.0,0.0,44.0,69973.0,68.0,19.0,1.0,3.0,1644.0,,,194.75,2.38
3096236,2024,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3096236,2024,actual,73.0,0.0,0.0,131.0,2.0,21.0,2.0,0.0,2.0,66.0,0.0,2.0,7.0,875.23,16.0,2.0,0.0,51.0,57765.0,62.0,9.0,0.0,9.0,1323.0,,,128.85,1.95
3096236,2025,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3096236,2025,actual,99.0,0.0,0.0,167.0,0.0,24.0,0.0,0.0,-12.0,79.0,0.0,0.0,10.0,793.61,22.0,0.0,0.0,16.0,62695.0,105.0,12.0,0.0,7.0,1430.0,,,155.95,1.97
3096236,2026,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3096236,2026,actual,42.0,0.0,0.0,155.0,0.0,11.0,0.0,0.0,-15.0,56.0,0.0,0.0,0.0,561.5,3.0,0.0,0.0,50.0,31444.0,34.0,3.0,0.0,3.0,824.0,,,74.0,1.32
3096236,2027,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3096236,2027,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3096237,2023,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3096237,2023,actual,102.0,0.0,0.0,244.0,2.0,289.0,2.0,2.0,-4.0,77.0,0.0,2.0,14.0,858.77,23.0,2.0,0.0,21.0,66125.0,81.0,9.0,0.0,337.0,1403.0,,,164.9,2.14
3096237,2024,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3096237,2024,actual,59.0,0.0,0.0,113.0,0.0,261.0,0.0,1.0,-7.0,55.0,0.0,0.0,4.0,778.25,7.0,0.0,0.0,10.0,42804.0,85.0,3.0,0.0,313.0,1072.0,,,92.55,1.68
3096237,2025,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3096237,2025,actual,75.0,0.0,0.0,180.0,1.0,277.0,1.0,0.0,-25.0,79.0,0.0,1.0,5.0,825.57,12.0,1.0,0.0,16.0,65220.0,100.0,7.0,0.0,321.0,1542.0,,,124.75,1.58
3096237,2026,projected,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3096237,2026,actual,93.0,0.0,0.0,65.0,0.0,285.0,0.0,1.0,14.0,67.0,0.0,0.0,13.0,822.46,25.0,0.0,0.0,25.0,55105.0,62.0,12.0,0.0,309.0,1219.0,,,137.25,2.05
